categoria_de_la_mutuacion,nombre,dificultad,efecto,costo(PM),probabilidad _de_tocar(peso),restricciones
Exclusivas de Mob,incendiary_gaze_3,dificil,"Puede canalizar un ""Rayo de Calor"" (similar al del Guardián pero de fuego) que inflige daño continuo y prende fuego a los bloques. No puede moverse mientras lo canaliza.",15,18,Restricción de Mob: Ghast. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,inferno_shield_1,debil,Sus varas giratorias tienen un 25% de probabilidad de bloquear proyectiles (flechas).,7,55,Restricción de Mob: Blaze.
Exclusivas de Mob,inferno_shield_2,intermedio,"Al ser golpeado por un ataque cuerpo a cuerpo, libera una ""Ráfaga de Cenizas"" que aplica Ceguera por 2 segundos al atacante.",13,28,Restricción de Mob: Blaze. Tiene un cooldown interno de 6 segundos.
Exclusivas de Mob,inferno_shield_3,dificil,"Puede crear un ""Escudo de Fuego"" durante 4 segundos. Los jugadores que lo ataquen cuerpo a cuerpo se prenderán fuego y los proyectiles se destruirán al contacto. No puede atacar mientras el escudo está activo.",21,7,Restricción de Mob: Blaze. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,insomnia_curse_1,debil,Sus ataques tienen un 15% de probabilidad de aplicar Fatiga de Minero I por 4 segundos.,6,60,Restricción de Mob: Fantasma.
Exclusivas de Mob,insomnia_curse_2,intermedio,"Sus ataques tienen un 15% de probabilidad de aplicar ""Pesadilla"", un efecto que aplica Náuseas I y Ceguera I durante 3 segundos.",12,30,Restricción de Mob: Fantasma.
Exclusivas de Mob,insomnia_curse_3,dificil,"Emite un ""Aura de Insomnio"" (radio de 15 bloques). Los jugadores dentro del aura no pueden usar camas y su contador de ""tiempo sin dormir"" aumenta un 25% más rápido.",19,10,Restricción de Mob: Fantasma.
Exclusivas de Mob,iron-plated_hide_1,debil,Tiene 10 puntos de armadura natural.,8,50,Restricción de Mob: Devastador.
Exclusivas de Mob,iron-plated_hide_2,intermedio,Tiene un 30% de probabilidad de reflejar proyectiles (flechas) con un 50% de su daño original.,15,22,Restricción de Mob: Devastador.
Exclusivas de Mob,iron-plated_hide_3,dificil,"Al ser golpeado, tiene un 15% de probabilidad de entrar en un estado de ""Piel de Hierro"" por 4 segundos, ganando Resistencia II (40% de reducción de daño).",24,6,Restricción de Mob: Devastador.
Exclusivas de Mob,iron_grasp_1,debil,"Sus ataques tienen un 20% de probabilidad de aplicar ""Aturdimiento de Arma"", impidiendo que el jugador pueda asestar golpes críticos por 3 segundos.",7,55,Restricción de Mob: Golem de Hierro.
Exclusivas de Mob,iron_grasp_2,intermedio,"Puede generar un pulso magnético que tiene un 25% de probabilidad de arrancar el escudo de la mano del jugador, desactivándolo por 4 segundos.",14,25,Restricción de Mob: Golem de Hierro. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,iron_grasp_3,dificil,"Puede realizar un ""Agarre Triturador"". Si acierta, inflige 8 de daño e inflige 100 de daño de durabilidad a la pechera equipada del jugador.",22,8,Restricción de Mob: Golem de Hierro. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,item_thief_1,debil,"Si el zorro sostiene un arma (ej. una espada), sus ataques infligen un 25% del daño de esa arma.",7,55,Restricción de Mob: Zorro.
Exclusivas de Mob,item_thief_2,intermedio,"Si el zorro sostiene comida, puede consumirla al tener la salud baja para curarse 6 puntos de vida.",12,25,Restricción de Mob: Zorro.
Exclusivas de Mob,item_thief_3,dificil,"Si el zorro sostiene un Tótem de la Inmortalidad, este se activará si el zorro recibe un golpe mortal, salvándolo una vez.",19,10,Restricción de Mob: Zorro.
Exclusivas de Mob,jet_propulsion_1,debil,Se mueve un 25% más rápido cuando vuela.,6,60,Restricción de Mob: Blaze.
Exclusivas de Mob,jet_propulsion_2,intermedio,"Puede realizar un ""Impulso Ígneo"", una carga rápida en línea recta que deja un rastro de fuego en el aire.",12,30,Restricción de Mob: Blaze. Tiene un cooldown interno de 7 segundos.
Exclusivas de Mob,jet_propulsion_3,dificil,"Puede ""Flotar"", permaneciendo inmóvil en el aire para obtener una plataforma de disparo estable, aumentando su precisión en un 50% durante 5 segundos.",19,10,Restricción de Mob: Blaze.
Exclusivas de Mob,jetstream_1,debil,Se mueve un 20% más rápido.,6,60,Restricción de Mob: Breeze.
Exclusivas de Mob,jetstream_2,intermedio,"Puede crear una ""Corriente de Aire"" en el suelo que acelera a los aliados y ralentiza a los enemigos que la pisen. Dura 8 segundos.",12,30,Restricción de Mob: Breeze.
Exclusivas de Mob,jetstream_3,dificil,"Puede realizar un ""Paso Huracán"", desvaneciéndose en una ráfaga de viento para reaparecer instantáneamente en otra ubicación a 15 bloques de distancia.",19,10,Restricción de Mob: Breeze. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,juggernaut_charge_1,debil,Su carga inflige un 25% más de empuje.,7,55,Restricción de Mob: Devastador.
Exclusivas de Mob,juggernaut_charge_2,intermedio,"Durante su carga, es completamente inmune al empuje y puede destruir cultivos, hojas y madera con el impacto.",14,25,Restricción de Mob: Devastador.
Exclusivas de Mob,juggernaut_charge_3,dificil,"Su carga se convierte en un ""Ariete Sísmico"". Al impactar, crea una onda de choque que inflige 5 de daño y lanza a los enemigos por los aires en un radio de 5 bloques.",22,8,Restricción de Mob: Devastador.
Exclusivas de Mob,king_of_the_hill_1,debil,"Si la cabra está a 5 o más bloques por encima de su objetivo, su velocidad de carga para la embestida aumenta en un 20%.",5,65,Restricción de Mob: Cabra.
Exclusivas de Mob,king_of_the_hill_2,intermedio,"Al embestir a un jugador, el objetivo principal es lanzado mucho más alto en el aire, aumentando el potencial de daño por caída.",10,35,Restricción de Mob: Cabra.
Exclusivas de Mob,king_of_the_hill_3,dificil,"Al morir, la cabra emite un ""Grito de Montaña"" que tiene un 25% de probabilidad de provocar una pequeña avalancha (2-3 bloques de grava) desde el techo de una cueva o desde una montaña cercana.",16,15,Restricción de Mob: Cabra. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,laser_focus_1,debil,Su rayo se carga un 20% más rápido.,6,60,Restricción de Mob: Guardián.
Exclusivas de Mob,laser_focus_2,intermedio,"Su rayo ahora también aplica ""Desorientación Acuática"", causando una fuerte distorsión visual bajo el agua durante 4 segundos.",12,30,Restricción de Mob: Guardián.
Exclusivas de Mob,laser_focus_3,dificil,"Puede disparar un ""Rayo de Pulso"", una ráfaga de 3 disparos láser rápidos que infligen un 40% del daño normal cada uno.",19,10,Restricción de Mob: Guardián. Tiene un cooldown interno de 8 segundos.
Exclusivas de Mob,lava_surfer_1,debil,Se mueve el doble de rápido cuando está sobre lava.,4,70,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,lava_surfer_2,intermedio,"Puede ""escupir"" un proyectil de lava de corto alcance que inflige 3 de daño y prende fuego.",10,35,Restricción de Mob: Cubo de Magma. Tiene un cooldown interno de 5 segundos.
Exclusivas de Mob,lava_surfer_3,dificil,"Puede crear una ""Ola de Lava"" que viaja 10 bloques en línea recta, convirtiendo los bloques superiores en lava temporalmente y prendiendo fuego a las entidades.",17,12,Restricción de Mob: Cubo de Magma. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,lazy_stance_1,debil,"Si se tumba boca arriba (comportamiento perezoso), gana 10 puntos de armadura.",5,65,Restricción de Mob: Panda.
Exclusivas de Mob,lazy_stance_2,intermedio,"Si es atacado mientras está tumbado, contraataca con una ""Patada Sorpresa"" que inflige 6 de daño y un fuerte empuje.",10,35,Restricción de Mob: Panda.
Exclusivas de Mob,lazy_stance_3,dificil,"Puede entrar en una ""Postura de Furia Perezosa"". Se tumba y comienza a regenerar 2 puntos de vida por segundo. Si es atacado, se levanta instantáneamente y gana Fuerza I durante 6 segundos.",16,15,Restricción de Mob: Panda.
Exclusivas de Mob,life_drain_1,debil,Sus ataques tienen un 20% de probabilidad de robar 1 punto de vida del objetivo para curarse a sí mismo.,7,55,Restricción de Mob: Vex.
Exclusivas de Mob,life_drain_2,intermedio,Sus ataques tienen un 15% de probabilidad de robar 2 puntos de vida y añadir 5 segundos a su temporizador de vida.,13,28,Restricción de Mob: Vex.
Exclusivas de Mob,life_drain_3,dificil,"Puede realizar un ""Drenaje Vital"". Si acierta, inflige 3 de daño, se cura 3 de vida y reinicia por completo su temporizador de vida.",21,7,Restricción de Mob: Vex. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,life_pact_1,debil,"Por cada Vex activo, el Evocador gana 2 puntos de armadura.",7,55,Restricción de Mob: Evocador.
Exclusivas de Mob,life_pact_2,intermedio,Puede sacrificar a todos sus Vex activos para curarse 5 puntos de vida por cada uno.,14,25,Restricción de Mob: Evocador. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,life_pact_3,dificil,"Mientras tenga al menos un Vex vivo, el Evocador no puede morir. El golpe mortal lo dejará con 1 de vida y matará a un Vex en su lugar.",23,7,Restricción de Mob: Evocador.
Exclusivas de Mob,lingering_effect_1,debil,"Su explosión deja una nube de humo (Ceguera I, 4s) en el área.",6,60,Restricción de Mob: Creeper.
Exclusivas de Mob,lingering_effect_2,intermedio,Su explosión deja un charco persistente que aplica Lentitud II a los jugadores que lo pisen. Dura 8 segundos.,11,30,Restricción de Mob: Creeper.
Exclusivas de Mob,lingering_humanity_1,debil,Tiene un 10% de probabilidad de no quemarse bajo la luz del sol.,3,75,Restricción de Mob: Zombi Aldeano.
Exclusivas de Mob,lingering_humanity_2,intermedio,"Al ser golpeado, tiene un 10% de probabilidad de detenerse y entrar en un estado ""confundido"" por 2 segundos, durante los cuales no atacará.",8,45,Restricción de Mob: Zombi Aldeano.
Exclusivas de Mob,lingering_humanity_3,dificil,"Si un jugador sostiene una Manzana Dorada, el Zombi Aldeano se detendrá y no atacará a ese jugador, pero seguirá atacando a otros.",14,18,Restricción de Mob: Zombi Aldeano.
Exclusivas de Mob,magma_splash_1,debil,"Al aterrizar después de un salto, deja un charco de 2x2 de fuego que dura 2 segundos.",6,60,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,magma_splash_2,intermedio,"Al aterrizar, crea una ""Onda de Calor"" que inflige 2 de daño de fuego y empuja a los jugadores en un radio de 4 bloques.",12,30,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,magma_splash_3,dificil,"Puede realizar un ""Salto de Erupción"". Salta muy alto y, al aterrizar, crea una explosión de lava (sin destruir bloques) que inflige 6 de daño y deja un área de 5x5 de fuego.",19,10,Restricción de Mob: Cubo de Magma. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,magmatic_armor_1,debil,"Sus ""capas"" externas actúan como armadura. El primer golpe que recibe en cada salto inflige un 50% menos de daño.",5,65,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,magmatic_armor_2,intermedio,"Al ser golpeado, tiene un 25% de probabilidad de soltar un fragmento de magma que actúa como una mina de proximidad, explotando en una pequeña llamarada.",11,32,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,magmatic_armor_3,dificil,"Puede ""Reformar"" su armadura. Si está sobre lava, puede canalizar durante 3 segundos para curarse un 25% de su vida máxima.",18,14,Restricción de Mob: Cubo de Magma. Tiene un cooldown de combate (solo una vez).
Exclusivas de Mob,master_alchemist_1,debil,Lanza sus pociones un 25% más lejos y con más precisión.,6,60,Restricción de Mob: Bruja.
Exclusivas de Mob,master_alchemist_2,intermedio,"Puede lanzar una ""Poción Mixta"" que combina dos efectos negativos a la vez (ej. Veneno y Lentitud).",12,30,Restricción de Mob: Bruja.
Exclusivas de Mob,master_alchemist_3,dificil,"Puede lanzar una ""Poción de Maldición Persistente"". Al impactar, crea un área de 4x4 que aplica un efecto negativo (Debilidad, Lentitud o Veneno) durante 8 segundos.",19,10,Restricción de Mob: Bruja. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,mauling_claws_1,debil,Sus ataques cuerpo a cuerpo infligen 2 puntos de daño adicional.,5,65,Restricción de Mob: Oso Polar.
Exclusivas de Mob,mauling_claws_2,intermedio,"Sus ataques tienen un 15% de probabilidad de aplicar ""Herida Sangrante"", un efecto de daño en el tiempo que inflige 1 punto de daño cada 2 segundos durante 6 segundos.",10,35,Restricción de Mob: Oso Polar. Incompatible con bleeding_.
Exclusivas de Mob,mauling_claws_3,dificil,"Puede realizar un ""Zarpazo Desgarrador"", un ataque cargado que inflige un 150% de daño y reduce la efectividad de la armadura del objetivo en un 25% durante 5 segundos.",16,15,Restricción de Mob: Oso Polar. Tiene un cooldown interno de 8 segundos.
Exclusivas de Mob,melee_training_1,debil,"Si un jugador se acerca a menos de 3 bloques, el Saqueador lo golpeará con su ballesta, infligiendo 2 de daño y un leve empuje.",4,70,Restricción de Mob: Saqueador.
Exclusivas de Mob,melee_training_2,intermedio,Su golpe con la ballesta ahora inflige 3 de daño y tiene un 25% de probabilidad de aturdir al jugador (Náuseas I) por 2 segundos.,8,45,Restricción de Mob: Saqueador.
Exclusivas de Mob,melee_training_3,dificil,"Su golpe con la ballesta se convierte en un ""Golpe de Escudo"", un potente empujón que desactiva el escudo del jugador durante 3 segundos.",13,20,Restricción de Mob: Saqueador. Incompatible con anti_shield_.
Exclusivas de Mob,membrane_wings_1,debil,"Al morir, tiene una mayor probabilidad de soltar 2-3 membranas.",3,75,Restricción de Mob: Fantasma.
Exclusivas de Mob,membrane_wings_2,intermedio,"Al ser golpeado, tiene un 25% de probabilidad de soltar una membrana que flota lentamente, distrayendo al jugador.",8,45,Restricción de Mob: Fantasma.
Exclusivas de Mob,membrane_wings_3,dificil,"Al morir, sus alas se desprenden y crean una ""Ráfaga de Viento"" que empuja violentamente a los jugadores y objetos en un radio de 6 bloques.",14,18,Restricción de Mob: Fantasma. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,mimicry_1,debil,Su concha tiene una probabilidad de adoptar una textura ligeramente diferente para camuflarse mejor con la Piedra del End o los Ladrillos del End.,3,75,Restricción de Mob: Shulker.
Exclusivas de Mob,mimicry_2,intermedio,"Al morir, tiene un 25% de probabilidad de no soltar nada y reaparecer en una ubicación cercana con el 30% de su vida.",13,28,Restricción de Mob: Shulker.
Exclusivas de Mob,mimicry_3,dificil,"Puede crear una ""Copia Ilusoria"" de sí mismo en una superficie cercana. La copia no ataca y desaparece al ser golpeada, pero sirve para distraer al jugador.",21,7,Restricción de Mob: Shulker. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,mirage_1,debil,"Bajo el sol del mediodía, su cuerpo parece ""vibrar"" por el calor, haciéndolo un poco más difícil de apuntar.",3,75,Restricción de Mob: Husk.
Exclusivas de Mob,mirage_2,intermedio,"Al ser golpeado, tiene un 15% de probabilidad de crear una ""Imagen de Calor"" (un clon ilusorio) que corre en una dirección aleatoria antes de desvanecerse.",8,45,Restricción de Mob: Husk.
Exclusivas de Mob,mirage_3,dificil,"Puede crear un ""Espejismo"". El Husk se vuelve invisible por 3 segundos mientras un clon ilusorio continúa atacando al jugador. El clon desaparece al ser golpeado.",14,18,Restricción de Mob: Husk. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,mired_in_filth_1,debil,Sus flechas aplican un leve efecto de Lentitud I durante 2 segundos.,5,65,Restricción de Mob: Bogged.
Exclusivas de Mob,mired_in_filth_2,intermedio,"Sus flechas, al impactar en el suelo, tienen un 30% de probabilidad de crear un bloque de lodo temporal.",10,35,Restricción de Mob: Bogged.
Exclusivas de Mob,mired_in_filth_3,dificil,"Puede lanzar un ""Proyectil de Lodo"" que, al impactar, crea un área de 3x3 de lodo pegajoso que aplica Lentitud II e impide saltar a los jugadores que lo pisen. Dura 6 segundos.",16,15,Restricción de Mob: Bogged. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,mitosis_1,debil,"Al dividirse, los slimes resultantes son un 20% más rápidos durante 4 segundos.",5,65,Restricción de Mob: Slime.
Exclusivas de Mob,mitosis_2,intermedio,"Al dividirse, los slimes resultantes heredan una mutación ""muy debil"" aleatoria del slime original.",10,35,Restricción de Mob: Slime.
Exclusivas de Mob,mitosis_3,dificil,"Al dividirse, tiene un 25% de probabilidad de generar un slime adicional del mismo tamaño (ej. un slime grande se divide en 3 medianos en lugar de 2).",16,15,Restricción de Mob: Slime.
